event_date,shift_start,shift_end,client_name,venue_name,position_id,additional_title,position_description
2026-03-30,2026-03-30 16:00:00,2026-03-30 21:00:00,Henry Mayo Newhall Hospital,Henry Mayo Newhall Hospital,98,,Bartender 2
2026-03-30,2026-03-30 17:00:00,2026-03-31 01:30:00,Pepperdine University,Pepperdine University - HAWC Cafe & Store,102,,Cook 2
2026-03-30,2026-03-30 18:30:00,2026-03-30 23:00:00,Canyon Palm Springs Hotel dba Thompson Palm Springs,Thompson Palm Springs |  FOH,99,,Busser
2026-03-30,2026-03-30 22:00:00,2026-03-31 06:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,overnight shift,Cook 2
2026-03-30,2026-03-30 22:00:00,2026-03-31 06:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with Runner duties | overnight shift,Cashier
2026-03-31,2026-03-31 02:00:00,2026-03-31 10:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with Limited runner duties | Overnight shift,Cashier
2026-03-31,2026-03-31 05:00:00,2026-03-31 13:30:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,102,,Cook 2
2026-03-31,2026-03-31 05:00:00,2026-03-31 13:30:00,People Assisting the Homeless,People Assisting the Homeless - Madison Ave.,110,,Prep Cook 2
2026-03-31,2026-03-31 05:00:00,2026-03-31 13:30:00,PIH Health - Good Samaritan Hospital,PIH Health - Good Samaritan Hospital,290,,Cook 3
2026-03-31,2026-03-31 05:00:00,2026-03-31 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-03-31,2026-03-31 05:00:00,2026-03-31 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-03-31,2026-03-31 05:30:00,2026-03-31 11:00:00,Empowered 4 Life Foundation,@ Empowered 4 Life Foundation,110,,Prep Cook 2
2026-03-31,2026-03-31 05:30:00,2026-03-31 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-03-31,2026-03-31 05:30:00,2026-03-31 14:00:00,Olive Grove Cafe,Kirkland and Ellis,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,104,,General
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,Capital Group - Irvine,Capital Group - Irvine | BOH,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,Capital Group - Irvine,Capital Group - Irvine | FOH,101,,Cashier
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,City National Bank,City National Bank - Blue Ladder Cafe,105,,Dishwasher
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with runner duties,Cashier
2026-03-31,2026-03-31 06:00:00,2026-03-31 12:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Buffet,115,,Server 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Commissary,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 15:00:00,"Fox Studio Lot, LLC",Fox Studio - News Cafe BoH,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,Park Place Plaza,Park Place Plaza,110,,Prep Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,PIH Health - Downey Hospital,PIH Health - Downey Hospital,105,,Dishwasher
2026-03-31,2026-03-31 06:00:00,2026-03-31 15:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 15:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,,Cook 2
2026-03-31,2026-03-31 06:00:00,2026-03-31 14:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,,Cook 2
2026-03-31,2026-03-31 06:15:00,2026-03-31 14:45:00,Disney Studios,Disney Studios | Big D Cafe Glendale,102,,Cook 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,102,,Cook 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 15:00:00,Beverly Hills Hotel,Beverly Hills Hotel - Main Kitchen,102,,Cook 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 14:30:00,City National Bank,City National Bank - Blue Ladder Cafe,101,,Cashier
2026-03-31,2026-03-31 06:30:00,2026-03-31 14:30:00,"LBVH Hotel, LLC - L'Ermitage Beverly Hills",L'Ermitage Beverly Hills,102,Only Experienced Cook,Cook 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 15:00:00,Masimo Technology Cafe,Masimo Technology Cafe | FOH,115,,Server 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 15:00:00,Park Place Plaza,Park Place Plaza,115,with Barista Duties,Server 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 15:00:00,Pepperdine University,Pepperdine University - Calabasas Campus,102,,Cook 2
2026-03-31,2026-03-31 06:30:00,2026-03-31 15:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-03-31,2026-03-31 07:00:00,2026-03-31 14:30:00,Guckenheimer Cafe at Red Bull,Guckenheimer Cafe at Red Bull - Front of House,97,,Barista 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,NBC Universal,NBC Universal Studios | The Market Place,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 14:30:00,Park Place Plaza,Park Place Plaza,105,,Dishwasher
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:00:00,RAND Corporation,RAND Corporation,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,The Getty Center,The Getty Center - Cafe,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,The Meadowglade LLC,The Meadowglade,102,On going/ read description,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 14:00:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-03-31,2026-03-31 07:00:00,2026-03-31 15:30:00,Warner Brothers,Warner Brothers,102,BRING KITCHEN KNIVES AND WEAR PROPER/SAFE KITCHEN SHOES. ,Cook 2
2026-03-31,2026-03-31 07:30:00,2026-03-31 15:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,105,,Dishwasher
2026-03-31,2026-03-31 08:00:00,2026-03-31 16:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,,Dishwasher
2026-03-31,2026-03-31 08:00:00,2026-03-31 16:00:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,110,,Prep Cook 2
2026-03-31,2026-03-31 08:00:00,2026-03-31 14:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-03-31,2026-03-31 08:00:00,2026-03-31 16:30:00,NFL LA Huddle Cafe,NFL LA Huddle Cafe,102,Must work 3 day assignment Tues- Thur,Cook 2
2026-03-31,2026-03-31 08:00:00,2026-03-31 16:00:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-03-31,2026-03-31 08:00:00,2026-03-31 14:30:00,Santa Clarita Valley Senior Center,Santa Clarita Valley Senior Center,105,,Dishwasher
2026-03-31,2026-03-31 08:00:00,2026-03-31 16:00:00,The Garland,The Garland,102,,Cook 2
2026-03-31,2026-03-31 08:30:00,2026-03-31 15:30:00,L.A. Galaxy,L.A. Galaxy,105,,Dishwasher
2026-03-31,2026-03-31 09:00:00,2026-03-31 17:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-03-31,2026-03-31 09:00:00,2026-03-31 15:00:00,The Vered,The Vered,102,TB and LIVE Scan Required - Ongoing Shift - Do not publish,Cook 2
2026-03-31,2026-03-31 09:30:00,2026-03-31 14:00:00,Olive Grove Cafe,Olive Grove Cafe,101,with Food Runner Duties,Cashier
2026-03-31,2026-03-31 10:00:00,2026-03-31 18:30:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,105,,Dishwasher
2026-03-31,2026-03-31 10:00:00,2026-03-31 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-03-31,2026-03-31 10:00:00,2026-03-31 15:00:00,Pepperdine University,Pepperdine University - Calabasas Campus,102,,Cook 2
2026-03-31,2026-03-31 10:00:00,2026-03-31 15:00:00,Universal Music Group,Universal Music Group,105,,Dishwasher
2026-03-31,2026-03-31 11:00:00,2026-03-31 15:30:00,Guckenheimer Cafe at Red Bull,Guckenheimer Cafe at Red Bull - Back of House,105,,Dishwasher
2026-03-31,2026-03-31 11:00:00,2026-03-31 15:00:00,Pepperdine University,Pepperdine University - Calabasas Campus,102,,Cook 2
2026-03-31,2026-03-31 11:00:00,2026-03-31 19:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-03-31,2026-03-31 11:00:00,2026-03-31 19:00:00,The Vered,The Vered,102,,Cook 2
2026-03-31,2026-03-31 11:00:00,2026-03-31 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks ,102,,Cook 2
2026-03-31,2026-03-31 11:30:00,2026-03-31 16:30:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,104,Dishwasher,General
2026-03-31,2026-03-31 12:00:00,2026-03-31 20:30:00,Cedars Sinai Medical Center,Cedars Sinai - Plaza & Cafe,102,Grill Cook,Cook 2
2026-03-31,2026-03-31 12:00:00,2026-03-31 20:30:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,104,Food Service Worker,General
2026-03-31,2026-03-31 12:00:00,2026-03-31 20:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-03-31,2026-03-31 12:00:00,2026-03-31 20:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-03-31,2026-03-31 12:00:00,2026-03-31 20:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-03-31,2026-03-31 12:00:00,2026-03-31 20:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-03-31,2026-03-31 12:00:00,2026-03-31 18:00:00,St. Anne's Maternity,St. Anne's Maternity,105,,Dishwasher
2026-03-31,2026-03-31 12:00:00,2026-03-31 18:30:00,Terra  American Bistro Inc dba Terra Catering and Terra Hospitality Group,@ Terra American Bistro | OFFSITE,98,,Bartender 2
2026-03-31,2026-03-31 12:30:00,2026-03-31 21:00:00,Athenaeum Club,Athenaeum Kitchen,102,,Cook 2
2026-03-31,2026-03-31 13:00:00,2026-03-31 21:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,,Dishwasher
2026-03-31,2026-03-31 14:00:00,2026-03-31 22:30:00,Blue Devils Lessee LLC | Hyatt Centric Delfina Santa Monica,Hyatt Centric Delfina Santa Monica,264,Ongoing Assignment - Read description before signing up,Event Supervisor
2026-03-31,2026-03-31 14:00:00,2026-03-31 22:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with limited runner duties,Cashier
2026-03-31,2026-03-31 14:00:00,2026-03-31 22:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-03-31,2026-03-31 14:00:00,2026-03-31 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-03-31,2026-03-31 14:00:00,2026-03-31 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-03-31,2026-03-31 14:30:00,2026-03-31 23:00:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,,Cook 2
2026-03-31,2026-03-31 14:30:00,2026-03-31 22:30:00,Viceroy Santa Monica Hotel,Viceroy Santa Monica Hotel,264,,Event Supervisor
2026-03-31,2026-03-31 15:00:00,2026-03-31 23:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-03-31,2026-03-31 15:00:00,2026-04-01 00:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-03-31,2026-03-31 15:00:00,2026-04-01 00:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-03-31,2026-03-31 15:00:00,2026-03-31 23:00:00,Viceroy Santa Monica Hotel,Viceroy Santa Monica Hotel,105,,Dishwasher
2026-03-31,2026-03-31 15:30:00,2026-03-31 23:00:00,Country Market Catering Inc dba Contemporary Catering,@ Contemporary Catering,102,,Cook 2
2026-03-31,2026-03-31 15:30:00,2026-03-31 22:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-03-31,2026-03-31 16:00:00,2026-03-31 23:00:00,Canyon Palm Springs Hotel dba Thompson Palm Springs,Thompson Palm Springs |  FOH,99,,Busser
2026-03-31,2026-03-31 16:00:00,2026-03-31 22:30:00,Glen Arden Club,Glen Arden Club,98,,Bartender 2
2026-03-31,2026-03-31 17:00:00,2026-04-01 01:30:00,Pepperdine University,Pepperdine University - HAWC Cafe & Store,102,,Cook 2
2026-03-31,2026-03-31 17:30:00,2026-03-31 23:00:00,Country Market Catering Inc dba Contemporary Catering,@ Contemporary Catering,102,,Cook 2
2026-03-31,2026-03-31 17:30:00,2026-03-31 21:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,98,,Bartender 2
2026-03-31,2026-03-31 19:00:00,2026-04-01 01:30:00,Academy Museum of Motion Pictures,Academy Museum of Motion Pictures - Catering Kitchen,105,Report to Eddie,Dishwasher
2026-03-31,2026-03-31 22:00:00,2026-04-01 06:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with Runner duties | overnight shift,Cashier
2026-03-31,2026-03-31 22:00:00,2026-04-01 06:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,overnight shift,Cook 2
2026-04-01,2026-04-01 05:00:00,2026-04-01 13:30:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,102,,Cook 2
2026-04-01,2026-04-01 05:00:00,2026-04-01 13:30:00,People Assisting the Homeless,People Assisting the Homeless - YWCA,110,,Prep Cook 2
2026-04-01,2026-04-01 05:00:00,2026-04-01 13:30:00,PIH Health - Good Samaritan Hospital,PIH Health - Good Samaritan Hospital,290,,Cook 3
2026-04-01,2026-04-01 05:00:00,2026-04-01 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-04-01,2026-04-01 05:00:00,2026-04-01 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-04-01,2026-04-01 05:30:00,2026-04-01 11:00:00,Empowered 4 Life Foundation,@ Empowered 4 Life Foundation,110,,Prep Cook 2
2026-04-01,2026-04-01 05:30:00,2026-04-01 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-04-01,2026-04-01 05:30:00,2026-04-01 14:00:00,Olive Grove Cafe,Kirkland and Ellis,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:00:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,104,,General
2026-04-01,2026-04-01 06:00:00,2026-04-01 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Capital Group - Irvine,Capital Group - Irvine | BOH,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Capital Group - Irvine,Capital Group - Irvine | FOH,101,,Cashier
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Disney Studios,Disney Studios | GC3 Cafe Glendale,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,97,,Barista 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 15:00:00,"Fox Studio Lot, LLC",Fox Studio - News Cafe BoH,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Commissary,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,"LBVH Hotel, LLC - L'Ermitage Beverly Hills",L'Ermitage Beverly Hills,102,Only Experienced Cook,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,Park Place Plaza,Park Place Plaza,110,,Prep Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,PIH Health - Downey Hospital,PIH Health - Downey Hospital,105,,Dishwasher
2026-04-01,2026-04-01 06:00:00,2026-04-01 15:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 15:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 11:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-04-01,2026-04-01 06:00:00,2026-04-01 14:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,,Cook 2
2026-04-01,2026-04-01 06:15:00,2026-04-01 14:45:00,Disney Studios,Disney Studios | Big D Cafe Glendale,102,,Cook 2
2026-04-01,2026-04-01 06:30:00,2026-04-01 15:00:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Terrace Cafe,102,,Cook 2
2026-04-01,2026-04-01 06:30:00,2026-04-01 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,102,,Cook 2
2026-04-01,2026-04-01 06:30:00,2026-04-01 15:00:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,105,,Dishwasher
2026-04-01,2026-04-01 06:30:00,2026-04-01 15:00:00,Masimo Technology Cafe,Masimo Technology Cafe | FOH,115,,Server 2
2026-04-01,2026-04-01 06:30:00,2026-04-01 15:00:00,Park Place Plaza,Park Place Plaza,115,with Barista Duties,Server 2
2026-04-01,2026-04-01 06:30:00,2026-04-01 15:00:00,Pepperdine University,Pepperdine University - Calabasas Campus,102,,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:30:00,NBC Universal,NBC Universal Studios | The Market Place,102,,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:00:00,Newport Harbor Yacht Club,Newport Harbor Yacht Club | Banquets,105,Heavy Lifting - Read Description,Dishwasher
2026-04-01,2026-04-01 07:00:00,2026-04-01 14:30:00,Park Place Plaza,Park Place Plaza,105,,Dishwasher
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:00:00,RAND Corporation,RAND Corporation,102,,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:30:00,The Meadowglade LLC,The Meadowglade,102,On going/ read description,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 15:30:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-04-01,2026-04-01 07:00:00,2026-04-01 14:00:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-04-01,2026-04-01 07:30:00,2026-04-01 15:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,105,,Dishwasher
2026-04-01,2026-04-01 08:00:00,2026-04-01 16:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,,Dishwasher
2026-04-01,2026-04-01 08:00:00,2026-04-01 16:00:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,110,,Prep Cook 2
2026-04-01,2026-04-01 08:00:00,2026-04-01 14:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-04-01,2026-04-01 08:00:00,2026-04-01 16:30:00,NFL LA Huddle Cafe,NFL LA Huddle Cafe,102,Must work 3 day assignment Tues- Thur,Cook 2
2026-04-01,2026-04-01 08:00:00,2026-04-01 16:00:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-04-01,2026-04-01 08:00:00,2026-04-01 14:30:00,Santa Clarita Valley Senior Center,Santa Clarita Valley Senior Center,105,,Dishwasher
2026-04-01,2026-04-01 08:00:00,2026-04-01 16:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-04-01,2026-04-01 08:00:00,2026-04-01 16:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-04-01,2026-04-01 08:00:00,2026-04-01 12:00:00,St. Anne's Maternity,St. Anne's Maternity,115,,Server 2
2026-04-01,2026-04-01 09:00:00,2026-04-01 17:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-04-01,2026-04-01 09:00:00,2026-04-01 15:00:00,The Vered,The Vered,102,TB and LIVE Scan Required - Ongoing Shift - Do not publish,Cook 2
2026-04-01,2026-04-01 09:30:00,2026-04-01 17:30:00,Malibu Beach Inn,Malibu Beach Inn - BOH,107,Housekeeping,Houseperson
2026-04-01,2026-04-01 10:00:00,2026-04-01 18:30:00,Four Seasons Hotel Westlake Village,Four Seasons Hotel Westlake Village ,102,pastry experience preferred,Cook 2
2026-04-01,2026-04-01 10:00:00,2026-04-01 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-04-01,2026-04-01 10:00:00,2026-04-01 15:00:00,Universal Music Group,Universal Music Group,105,,Dishwasher
2026-04-01,2026-04-01 11:00:00,2026-04-01 15:30:00,Guckenheimer Cafe at Red Bull,Guckenheimer Cafe at Red Bull - Back of House,105,,Dishwasher
2026-04-01,2026-04-01 11:00:00,2026-04-01 19:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-04-01,2026-04-01 11:00:00,2026-04-01 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks ,102,,Cook 2
2026-04-01,2026-04-01 11:00:00,2026-04-01 19:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,,Cook 2
2026-04-01,2026-04-01 12:00:00,2026-04-01 20:00:00,Academy Museum of Motion Pictures,Academy Museum of Motion Pictures - Fanny's Restaurant,105,,Dishwasher
2026-04-01,2026-04-01 12:00:00,2026-04-01 20:30:00,Cedars Sinai Medical Center,Cedars Sinai - Plaza & Cafe,102,Grill Cook,Cook 2
2026-04-01,2026-04-01 12:00:00,2026-04-01 20:30:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,104,Food Service Worker,General
2026-04-01,2026-04-01 12:00:00,2026-04-01 20:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-04-01,2026-04-01 12:00:00,2026-04-01 20:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-04-01,2026-04-01 12:00:00,2026-04-01 20:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-04-01,2026-04-01 12:30:00,2026-04-01 21:00:00,Athenaeum Club,Athenaeum Kitchen,102,,Cook 2
2026-04-01,2026-04-01 13:00:00,2026-04-01 21:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,,Dishwasher
2026-04-01,2026-04-01 14:00:00,2026-04-01 21:30:00,"Nowsta Labor Marketplace, LLC",Legends - SoFi Stadium,264,,Event Supervisor
2026-04-01,2026-04-01 14:00:00,2026-04-01 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-04-01,2026-04-01 14:00:00,2026-04-01 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-04-01,2026-04-01 14:30:00,2026-04-01 22:30:00,Hilton Palm Springs,Hilton Palm Springs,115,URGENT,Server 2
2026-04-01,2026-04-01 14:30:00,2026-04-01 20:00:00,"Nowsta Labor Marketplace, LLC",Legends - SoFi Stadium,229,,Concessions Worker
2026-04-01,2026-04-01 14:30:00,2026-04-01 23:00:00,VH Property Corp. dba Trump National Golf Club Los Angeles,Trump National Golf Course Los Angeles | BOH,102,,Cook 2
2026-04-01,2026-04-01 14:30:00,2026-04-01 22:30:00,Viceroy Santa Monica Hotel,Viceroy Santa Monica Hotel,264,,Event Supervisor
2026-04-01,2026-04-01 15:00:00,2026-04-01 23:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-04-01,2026-04-01 15:00:00,2026-04-01 20:00:00,Middleby Residential SoCal,Middleby Residential SoCal,105,,Dishwasher
2026-04-01,2026-04-01 15:00:00,2026-04-02 00:00:00,Riviera Resort & Spa,Riviera Resort & Spa,102,,Cook 2
2026-04-01,2026-04-01 15:30:00,2026-04-01 22:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-04-01,2026-04-01 15:30:00,2026-04-01 21:00:00,"Nowsta Labor Marketplace, LLC",Legends - SoFi Stadium,98,,Bartender 2
2026-04-01,2026-04-01 16:00:00,2026-04-01 23:00:00,Canyon Palm Springs Hotel dba Thompson Palm Springs,Thompson Palm Springs |  FOH,99,,Busser
2026-04-01,2026-04-01 16:00:00,2026-04-01 20:00:00,Middleby Residential SoCal,Middleby Residential SoCal,98,,Bartender 2
2026-04-01,2026-04-01 16:00:00,2026-04-01 20:00:00,Middleby Residential SoCal,Middleby Residential SoCal,115,,Server 2
2026-04-01,2026-04-01 17:00:00,2026-04-02 01:30:00,Pepperdine University,Pepperdine University - HAWC Cafe & Store,102,,Cook 2
2026-04-01,2026-04-01 17:00:00,2026-04-01 22:30:00,Private - Kathryn Strom,@ Private - Kathryn Strom,287,,Server 3
